emp_no,first_name,last_name,title,from_date,salary
39689,Ziya,Parveen,Staff,1997-09-03,45051
249534,Tran,Zykh,Senior Engineer,1997-09-03,44630
490238,Subhankar,Vadhan,Engineer,1997-09-03,51376
495382,Radhia,Rattan,Engineer,1997-09-02,55647
219716,Shuji,Linares,Engineer,1997-09-02,48528
283559,Odoardo,Solovay,Senior Staff,1997-09-02,69243
109898,Armond,Cardazo,Senior Engineer,1997-09-02,40000
267295,Guiseppe,Fujisaki,Staff,1997-09-02,78325
238105,Mikhail,Socorro,Engineer,1997-09-02,40885
242396,Bernice,Sichman,Senior Engineer,1997-09-02,56836
435140,Rosine,Ponthieu,Senior Staff,1997-09-02,40000
222832,Gopalakrishnan,Kalorkoti,Senior Engineer,1997-09-02,42353
290187,Ronghao,Speek,Senior Staff,1997-09-02,48642
416174,Shay,Kuhnemann,Engineer,1997-09-02,40000
206653,Sumant,Landherr,Staff,1997-09-02,71517
39155,Yoshimitsu,Masamoto,Senior Engineer,1997-09-02,76574
262622,Theron,Taubman,Senior Staff,1997-09-02,63750
440136,Bowen,Jenevein,Senior Staff,1997-09-01,60795
233892,Tiina,Siochi,Engineer,1997-09-01,44266
403457,Aloke,Percebois,Engineer,1997-09-01,40000
468393,Kendra,Puppo,Senior Engineer,1997-09-01,62704
77005,Hercules,Rosin,Staff,1997-09-01,76482
32349,Hairong,DiGiano,Senior Staff,1997-09-01,71859
83123,Aemilian,Randt,Staff,1997-09-01,67005
490420,Lansing,Heuser,Technique Leader,1997-09-01,40000
205619,Souichi,Provine,Senior Engineer,1997-09-01,40000
50537,Kristin,Lores,Senior Staff,1997-09-01,42767
467728,Chaosheng,Rodiger,Engineer,1997-09-01,40000
223379,Nahum,Dehkordi,Staff,1997-09-01,54234
438536,Jaideep,Snyers,Senior Engineer,1997-08-31,61978
77279,Xuejun,Burnard,Staff,1997-08-31,55081
89184,Chriss,Fargier,Senior Staff,1997-08-31,40000
211238,Supot,Raney,Assistant Engineer,1997-08-31,64512
286490,Gill,Ranai,Engineer,1997-08-31,71935
492731,Valery,Valiente,Engineer,1997-08-31,56869
495111,Yannik,Stavenow,Senior Engineer,1997-08-31,45764
103435,Sverrir,Ghazalie,Senior Engineer,1997-08-31,46549
83179,Jaques,Ermel,Senior Staff,1997-08-31,40000
43577,Torsten,Birke,Senior Engineer,1997-08-30,40000
287076,Almudena,Harnett,Senior Staff,1997-08-30,76776
227696,Moty,Portugali,Senior Engineer,1997-08-30,40000
56706,Zita,Rodier,Senior Staff,1997-08-30,40000
455088,Alenka,Sevcikova,Engineer,1997-08-30,40000
428887,Yefim,Marzano,Staff,1997-08-30,74840
428933,Arup,Luke,Staff,1997-08-30,51829
403411,Bingning,Kadhim,Engineer,1997-08-30,49715
18817,Kristin,Xiaoshan,Staff,1997-08-30,40000
223431,Weicheng,Billingsley,Senior Staff,1997-08-30,40000
202641,Mountaz,Argence,Engineer,1997-08-30,50528
11106,Aris,Iwayama,Senior Engineer,1997-08-30,71446
237463,Becky,Buescher,Engineer,1997-08-29,52885
51149,Gilbert,Rajcani,Senior Engineer,1997-08-29,40000
417603,Rajmohan,Emden,Senior Engineer,1997-08-29,51180
491805,Khalid,Trumbly,Senior Engineer,1997-08-29,40000
96866,Alair,Swist,Engineer,1997-08-29,44454
249673,Naraig,Klerer,Senior Staff,1997-08-29,74464
95152,Sarita,Riefers,Staff,1997-08-29,53183
244113,Navin,Terwilliger,Senior Engineer,1997-08-29,48992
104144,Gilbert,Staelin,Engineer,1997-08-28,40000
484572,Mart,Pettis,Senior Engineer,1997-08-28,65726
203595,Aria,Ariola,Senior Staff,1997-08-28,68863
232446,Chirstian,Siepmann,Senior Staff,1997-08-28,44586
298674,Tesuro,Heiserman,Senior Engineer,1997-08-28,42894
489113,Woody,Kriebel,Staff,1997-08-28,65025
451940,Tomoyuki,Litecky,Engineer,1997-08-28,40000
36340,Xiaoqiu,Speek,Senior Engineer,1997-08-28,53971
403824,Bangqing,Gerlach,Senior Engineer,1997-08-28,69352
451098,Pragnesh,Fujisaki,Assistant Engineer,1997-08-28,50853
94032,Jinya,Katiyar,Senior Engineer,1997-08-28,49006
434158,Hiroyasu,Fasbender,Senior Staff,1997-08-27,41439
250580,Dietrich,Reinhart,Senior Engineer,1997-08-27,40000
426666,Francesca,Willoner,Senior Engineer,1997-08-27,45453
68843,Yucel,Kalafatis,Senior Staff,1997-08-27,65079
236203,Shahab,Suermann,Senior Engineer,1997-08-27,40000
94745,Genki,Leslie,Senior Engineer,1997-08-27,40000
256637,Udi,Madeira,Senior Staff,1997-08-27,70359
95969,Quingbo,Schwaller,Senior Engineer,1997-08-27,55583
36266,Elvia,Fujisaki,Senior Staff,1997-08-26,43701
290585,Alassane,Huhdanpaa,Technique Leader,1997-08-26,78453
230213,Yishai,Furedi,Technique Leader,1997-08-26,40000
79978,Miquel,Pileggi,Engineer,1997-08-26,40000
483904,Xiaoqiang,Berztiss,Senior Staff,1997-08-26,54002
436008,Jordanka,Hasenauer,Staff,1997-08-26,40000
431982,Randi,Parfitt,Senior Staff,1997-08-26,54422
226614,Valery,Fargier,Senior Engineer,1997-08-25,71457
490242,Padma,Jeansoulin,Staff,1997-08-25,60509
104184,Roselyn,Ventosa,Senior Engineer,1997-08-25,40000
280603,Kien,Sinitsyn,Senior Staff,1997-08-25,64173
491813,Kwee,Cronau,Senior Engineer,1997-08-25,61892
12343,Sorina,Slaats,Senior Staff,1997-08-25,52134
77089,Renee,Wrigley,Senior Engineer,1997-08-25,59550
228546,Matk,Chiodo,Senior Staff,1997-08-25,67195
420438,Danae,Farrel,Technique Leader,1997-08-25,40000
446982,Ipke,Siegrist,Engineer,1997-08-25,58655
206468,Hidefumi,Crouzet,Engineer,1997-08-25,52322
450459,Georgi,Lindqvist,Engineer,1997-08-25,41285
269501,Udi,Delaune,Senior Staff,1997-08-25,49855
44366,Alois,Chinal,Senior Staff,1997-08-25,72676
483350,Ramya,Wiegley,Staff,1997-08-24,80212
464935,Nimmagadda,Ranst,Engineer,1997-08-24,40000
93754,Xianlong,Ernst,Staff,1997-08-24,51626
295374,Georgy,Mundy,Staff,1997-08-24,98173
215680,Lokesh,Billingsley,Engineer,1997-08-24,40000
92043,Chriss,Lortz,Senior Engineer,1997-08-24,59307
70250,Erez,Arlazarov,Staff,1997-08-24,57701
28958,Angel,Wossner,Staff,1997-08-24,61697
264074,Martine,Serov,Senior Staff,1997-08-24,40000
299168,Frederique,Osgood,Senior Staff,1997-08-24,77402
297746,Moon,Ghalwash,Senior Staff,1997-08-24,40000
211599,Heekeun,Picaronny,Engineer,1997-08-24,69546
252936,Bowen,Journel,Engineer,1997-08-24,40000
23087,Nectarios,Bernini,Staff,1997-08-23,75082
235512,Bodh,Ranka,Senior Staff,1997-08-23,40000
281601,Kitty,Swist,Senior Staff,1997-08-23,72471
406356,Otmar,Fujisaki,Senior Engineer,1997-08-23,40000
276378,Wanqing,Luiz,Engineer,1997-08-23,40000
243116,Masaru,Perna,Senior Staff,1997-08-23,73464
445414,Subhankar,Teitelbaum,Senior Staff,1997-08-23,40000
32444,Ioana,Ventosa,Senior Staff,1997-08-23,40518
30899,Dannz,Keirsey,Senior Staff,1997-08-23,50645
226095,Unal,Kalsbeek,Senior Staff,1997-08-22,70075
288339,Godehard,Takanami,Staff,1997-08-22,49838
201810,Sadegh,Syang,Engineer,1997-08-22,58502
263510,Deniz,Bolotov,Engineer,1997-08-22,43008
10466,Jiakeng,Himler,Staff,1997-08-22,55318
277916,Satoru,Cullers,Engineer,1997-08-22,40000
416034,Zdislav,Gils,Senior Staff,1997-08-22,40000
215188,Temple,Zhiwei,Senior Staff,1997-08-22,40000
27056,Leen,Hiyoshi,Staff,1997-08-22,74261
282824,Cordelia,Luon,Senior Engineer,1997-08-22,51440
85607,Yucai,Hertweck,Senior Engineer,1997-08-21,63272
275977,Ibibia,Wilfing,Senior Engineer,1997-08-21,72598
423007,DAIDA,Przulj,Engineer,1997-08-21,40000
498680,Jaewon,Vadhan,Engineer,1997-08-21,50515
11146,Ishfaq,Masand,Senior Staff,1997-08-21,96019
430446,Guoxiang,Ghandeharizadeh,Assistant Engineer,1997-08-21,40000
24934,Carrsten,Bruckman,Senior Engineer,1997-08-21,40000
442330,Quingbo,Veeraraghavan,Senior Staff,1997-08-21,62173
218178,JiYoung,Brickell,Senior Engineer,1997-08-21,40000
27492,Guoxiang,Provine,Senior Engineer,1997-08-21,40000
106819,Takahira,Coombs,Senior Staff,1997-08-20,50336
49795,Marsha,Vitiello,Senior Staff,1997-08-20,54147
231372,Khatoun,Koblick,Staff,1997-08-20,48855
446744,Vishv,Rahier,Senior Engineer,1997-08-20,51249
25495,Stein,Lakshmanan,Senior Engineer,1997-08-20,58845
286087,Elvis,Choobineh,Senior Engineer,1997-08-20,48282
25866,Tadanori,Nannarelli,Technique Leader,1997-08-20,58319
432341,Saddek,Shihab,Senior Engineer,1997-08-20,40000
243470,Paloma,Tyugu,Senior Staff,1997-08-20,95563
272637,Remzi,Greibach,Staff,1997-08-20,64772
260388,Abdelghani,Diderrich,Staff,1997-08-20,66616
21019,Oksana,Brodie,Staff,1997-08-19,60171
44855,Seshu,Baek,Engineer,1997-08-19,40000
252934,Zhenhua,Akaboshi,Senior Engineer,1997-08-19,52755
252171,Kiam,Merli,Senior Engineer,1997-08-19,40000
403693,Mong,Olivero,Engineer,1997-08-19,71212
208479,Teiji,Chinal,Staff,1997-08-19,40000
439106,Guiseppe,Nivat,Staff,1997-08-18,89576
402942,Adamantios,Ligten,Senior Staff,1997-08-18,91981
44825,Gil,Streng,Senior Engineer,1997-08-18,40000
404767,Laurentiu,Lieblein,Senior Staff,1997-08-18,61155
405523,Steen,Conti,Senior Engineer,1997-08-18,78757
462969,Chrisa,Schneeberger,Senior Staff,1997-08-18,68078
225324,Quingbo,Oppitz,Senior Staff,1997-08-18,71867
262296,Harngdar,Rindone,Senior Engineer,1997-08-18,49136
31704,Alagu,Randt,Senior Engineer,1997-08-18,45863
295816,Ennio,Michaels,Staff,1997-08-18,40000
288161,Kellyn,Luck,Staff,1997-08-18,76728
297528,Beshir,Meszaros,Technique Leader,1997-08-18,40000
92796,Susumu,Tagansky,Technique Leader,1997-08-17,43935
478344,Shahid,Rassart,Staff,1997-08-17,67797
25244,Ayonca,Rosay,Engineer,1997-08-17,40000
444150,Paloma,Etalle,Staff,1997-08-17,70410
274836,Almudena,Furudate,Senior Engineer,1997-08-17,40090
219479,Freyja,Llado,Senior Engineer,1997-08-17,48276
71722,Marco,Lally,Senior Engineer,1997-08-16,40000
247293,Marsja,Gils,Senior Staff,1997-08-16,64371
403285,Geoff,Alameldin,Senior Staff,1997-08-16,81361
15329,Fan,Openshaw,Engineer,1997-08-16,41839
220431,Tomokazu,Dusink,Senior Engineer,1997-08-16,55914
41604,Tadanori,Botman,Staff,1997-08-16,41782
212699,Aleksander,Bierbaum,Senior Engineer,1997-08-16,40000
20456,Sigeru,Highland,Engineer,1997-08-16,46657
12128,Yannik,Barreiro,Staff,1997-08-16,81527
468344,Urs,Hertweck,Senior Staff,1997-08-16,65461
237227,Jasminko,Baba,Senior Staff,1997-08-15,40000
201157,Jasminko,Fontan,Staff,1997-08-15,46156
14015,Manibrata,Picaronny,Senior Engineer,1997-08-15,63084
460902,Nimmagadda,Aamodt,Engineer,1997-08-15,45509
84340,Moriyoshi,Granlund,Senior Staff,1997-08-15,73658
402367,Doowon,Mikschl,Senior Staff,1997-08-15,40000
472795,Teiji,Knightly,Senior Staff,1997-08-15,40000
441008,Dines,Weiland,Engineer,1997-08-14,51133
22995,Ger,Stanfel,Senior Engineer,1997-08-14,57931
63194,Ipke,Schicker,Senior Staff,1997-08-14,48992
295426,Kerryn,Imataki,Senior Engineer,1997-08-14,57723
248063,Lidong,Genther,Technique Leader,1997-08-14,56626
10924,Hironoby,Atchley,Senior Staff,1997-08-14,84783
71732,Arra,Highland,Engineer,1997-08-14,50205
12504,Adly,Rosaz,Engineer,1997-08-14,40000
289759,Gladys,Detkin,Senior Engineer,1997-08-14,42043
406325,Jeong,Kawashimo,Senior Engineer,1997-08-14,40000
428224,Michaela,Pollacia,Senior Staff,1997-08-14,88754
265674,Xinglin,Sherertz,Senior Engineer,1997-08-14,58973
67381,Gita,Weedon,Staff,1997-08-14,42660
249355,Manu,Kalafatis,Senior Staff,1997-08-13,85370
433460,Carrsten,Halevi,Staff,1997-08-13,59982
27337,Mads,Undy,Engineer,1997-08-13,76666
228999,Fen,Birsak,Engineer,1997-08-13,58424
444026,Youssef,Poupard,Engineer,1997-08-13,49099
27739,Youssef,Piancastelli,Staff,1997-08-13,65487
44130,Zongyan,Winter,Senior Engineer,1997-08-13,40000
264666,Deborah,Luon,Senior Staff,1997-08-13,42378
430848,Xuejun,Shimshoni,Senior Engineer,1997-08-13,57916
440795,Malu,Hemaspaandra,Engineer,1997-08-13,46272
402126,Odysseas,Auria,Senior Engineer,1997-08-13,41349
247538,Fatemeh,Verspoor,Senior Staff,1997-08-13,70226
50437,Maha,Beilner,Senior Engineer,1997-08-12,40000
98852,Arno,Rissland,Engineer,1997-08-12,56812
47005,Eric,Selvestrel,Senior Staff,1997-08-12,71250
15133,Kagan,Malinowski,Engineer,1997-08-12,40000
53442,Nathalie,Riefers,Senior Engineer,1997-08-12,60078
31005,Ulises,Gustavson,Senior Engineer,1997-08-12,60742
65108,Hirochika,Lunn,Engineer,1997-08-11,40000
487220,Douadi,Hiraishi,Senior Engineer,1997-08-11,62102
498478,Kwee,Feldmann,Senior Staff,1997-08-11,56688
415518,Jinpo,Nicolson,Engineer,1997-08-11,40000
452312,Kaijung,Portugali,Staff,1997-08-11,67081
244783,Roddy,Pollock,Senior Engineer,1997-08-11,54666
221801,Kristinn,Rahimi,Senior Engineer,1997-08-11,56232
446471,Genevieve,Markovitch,Engineer,1997-08-11,48080
222836,Ishfaq,Aloia,Senior Staff,1997-08-11,76341
413496,Naftaly,Acton,Senior Staff,1997-08-11,92944
55404,Mara,Spell,Senior Staff,1997-08-10,58720
487611,Vasilis,Sethi,Senior Engineer,1997-08-10,42632
472331,Roselyn,Frolund,Senior Engineer,1997-08-10,45055
295658,Akeno,Decleir,Engineer,1997-08-10,40000
481658,Mingsen,Vanwelkenhuysen,Senior Staff,1997-08-10,40566
88399,Thodoros,Pettit,Staff,1997-08-10,40000
409547,Aksel,Lenart,Senior Staff,1997-08-10,40000
89457,Kousuke,Peir,Engineer,1997-08-10,41012
74169,Eldridge,Baek,Senior Engineer,1997-08-10,40706
78200,Brigham,Verhoeff,Engineer,1997-08-10,54802
23910,Shahab,Tempesti,Staff,1997-08-09,42803
53103,Nechama,Molenkamp,Senior Staff,1997-08-09,60801
465279,Charlene,Vuskovic,Staff,1997-08-09,40000
491799,Zorica,Peck,Senior Staff,1997-08-09,103529
414655,Constantino,Taubman,Senior Engineer,1997-08-09,52343
455282,Uma,Besancenot,Engineer,1997-08-09,45459
91093,Josyula,Luders,Senior Staff,1997-08-09,67687
249726,Jinxi,Kalorkoti,Senior Engineer,1997-08-09,40000
102609,Chaoyi,Felder,Engineer,1997-08-09,43987
299264,Luisa,Schusler,Senior Staff,1997-08-09,86343
427899,Angus,Mitzlaff,Engineer,1997-08-09,46335
92285,Mart,Benaini,Engineer,1997-08-08,61890
64536,Reinhold,Jiang,Staff,1997-08-08,53303
231036,Hyuncheol,Soloway,Senior Staff,1997-08-08,53719
32689,Gladys,Heusch,Senior Staff,1997-08-08,58830
36174,Saeko,Escriba,Engineer,1997-08-08,68190
287373,Mabry,Beznosov,Engineer,1997-08-08,57103
419903,Conor,Merro,Staff,1997-08-08,88045
17520,Shahab,Keohane,Senior Engineer,1997-08-08,40000
293351,Marjo,Desikan,Senior Staff,1997-08-07,68083
400506,Rayond,Katzenelson,Engineer,1997-08-07,40000
48578,Ymte,Luiz,Senior Engineer,1997-08-07,40000
488339,Muzhong,Yeung,Senior Engineer,1997-08-07,47476
79290,Mohit,Perelgut,Engineer,1997-08-07,41408
439675,Yuuichi,Atchley,Staff,1997-08-07,79767
92941,Jayson,Luit,Engineer,1997-08-07,51527
266828,Lobel,Curless,Staff,1997-08-07,81618
28209,Gadiel,Millington,Senior Staff,1997-08-07,55371
15337,Masaru,Radivojevic,Senior Engineer,1997-08-07,40000
34025,Shridhar,Bridgland,Senior Staff,1997-08-07,40000
221649,Uinam,Fiebach,Senior Staff,1997-08-06,85683
440541,Subbu,Goodrum,Senior Engineer,1997-08-06,40000
415100,Armond,Antonakopoulos,Engineer,1997-08-06,40000
287439,Teunis,Radhakrishnan,Staff,1997-08-06,53955
98823,Tesuya,Hartvigsen,Senior Staff,1997-08-06,52979
200069,Chuanyi,Maraist,Senior Staff,1997-08-06,48019
469357,Taisook,Domenig,Technique Leader,1997-08-06,40000
446848,Lenore,Oskamp,Senior Engineer,1997-08-06,46819
16076,Marko,Ebeling,Engineer,1997-08-06,47061
86305,Nadjib,Weisert,Senior Engineer,1997-08-05,47059
28504,Boalin,Peng,Senior Engineer,1997-08-05,68605
23517,Xiahua,Biron,Assistant Engineer,1997-08-05,56951
441529,Kazuhiko,Tasistro,Engineer,1997-08-05,66588
203541,Youjian,Brookman,Senior Engineer,1997-08-05,40000
405639,Godehard,Lienhardt,Engineer,1997-08-05,46357
14323,Golgen,Leslie,Staff,1997-08-05,40000
470478,Masaru,Azadmanesh,Staff,1997-08-05,92363
272833,Goo,Maierhofer,Senior Staff,1997-08-05,53415
289101,Xiaoqiu,Chaudhuri,Senior Engineer,1997-08-04,69019
71750,Berhard,Eppinger,Senior Engineer,1997-08-04,40000
215523,Feixiong,Emmerich,Staff,1997-08-04,59445
77181,Aiman,Irland,Senior Engineer,1997-08-04,40000
211060,Christoper,Liedekerke,Staff,1997-08-04,40000
247880,Saniya,Oxenboll,Staff,1997-08-04,66704
295027,Zeljko,Karner,Staff,1997-08-04,53970
76886,Shaw,Makrucki,Senior Engineer,1997-08-04,53551
41593,Susuma,Grabner,Engineer,1997-08-04,40000
445852,Bernt,Doering,Staff,1997-08-04,43568
107746,Kish,Barbanera,Staff,1997-08-04,65413
48542,Kazuhide,Zeilberger,Assistant Engineer,1997-08-04,55488
221760,Marko,Ellozy,Staff,1997-08-04,49351
448774,Keiichiro,Gils,Staff,1997-08-04,40000
297100,Bangqing,Schaap,Staff,1997-08-03,65856
475477,Guozhong,Dratva,Engineer,1997-08-03,43005
107262,Feiyu,Butterworth,Engineer,1997-08-03,40000
251518,Duke,Perng,Engineer,1997-08-03,59217
219300,Shigeu,Birch,Senior Engineer,1997-08-03,40000
221600,Weiwu,Yemenis,Senior Engineer,1997-08-03,40000
483926,Supot,Peck,Senior Staff,1997-08-03,78181
222815,Boriana,Kossowski,Engineer,1997-08-02,40000
84748,Jianhao,Crelier,Engineer,1997-08-02,40000
463147,Georgy,Terwilliger,Senior Staff,1997-08-02,72377
240429,Yishay,Pepe,Senior Engineer,1997-08-02,40491
70661,Leni,Bernardinello,Senior Engineer,1997-08-02,42872
62958,Tomofumi,Magliocco,Assistant Engineer,1997-08-02,40000
240241,Aimee,Ginesta,Senior Engineer,1997-08-02,56169
89333,Mona,Iisaka,Engineer,1997-08-02,40000
103876,Mohammad,Suppi,Senior Engineer,1997-08-02,40000
106451,Jiong,Tibblin,Senior Staff,1997-08-01,67407
283917,Conor,Morrey,Engineer,1997-08-01,49276
26875,Toshiko,Thombley,Senior Engineer,1997-08-01,54597
89507,Diederik,Orlowska,Engineer,1997-08-01,40000
14360,Janche,Erbe,Senior Staff,1997-08-01,43476
56235,Subir,Vanwelkenhuysen,Senior Engineer,1997-08-01,40000
239995,Kotesh,Simmel,Senior Engineer,1997-08-01,40000
461960,Remko,Ramsay,Staff,1997-08-01,45705
257552,Guoxiang,Hennings,Senior Engineer,1997-08-01,40200
52255,Masamitsu,Michaels,Senior Engineer,1997-08-01,40000
53663,Mamdouh,Segond,Senior Staff,1997-08-01,103397
30571,Ziva,Bonifati,Engineer,1997-07-31,40000
463808,Berni,Mitchem,Senior Engineer,1997-07-31,40000
459158,Naftali,Anger,Staff,1997-07-31,79635
281261,Shuichi,Molberg,Senior Staff,1997-07-31,72184
257262,Geraldo,Cusworth,Engineer,1997-07-31,62316
40641,Eishiro,Papadias,Staff,1997-07-31,63394
408183,Ziya,Liesche,Senior Staff,1997-07-31,40000
48020,Nobuyoshi,Strandh,Senior Engineer,1997-07-31,40000
284978,Toong,Conta,Senior Staff,1997-07-30,58344
100146,Nalini,Woycyznski,Technique Leader,1997-07-30,59959
214401,Jiakeng,Sanella,Senior Staff,1997-07-30,57072
297138,Wanqing,Morrin,Senior Staff,1997-07-30,40000
282023,Piyush,Trogemann,Senior Staff,1997-07-30,40000
443909,Fumiya,Detkin,Senior Staff,1997-07-30,50330
490518,Rosalie,Serna,Senior Staff,1997-07-30,40000
240083,Huan,Kroon,Engineer,1997-07-29,40726
424563,Rosli,Pileggi,Senior Staff,1997-07-29,53767
221086,Baziley,Motley,Staff,1997-07-29,40000
77712,Hercules,Casley,Senior Staff,1997-07-29,40000
109824,Aleksander,Luit,Senior Staff,1997-07-29,94388
226384,Hausi,Makinen,Senior Staff,1997-07-29,73273
222392,Gunilla,Pardalos,Senior Engineer,1997-07-29,41149
77613,Stabislas,Frijda,Staff,1997-07-28,40000
263443,Uno,Condotta,Senior Staff,1997-07-28,61702
85225,Felicidad,Dulli,Staff,1997-07-28,40000
241734,Vidya,Serna,Staff,1997-07-28,56397
264495,Manibrata,Cyre,Senior Engineer,1997-07-28,45279
408763,Kerryn,Tzvieli,Senior Engineer,1997-07-28,55877
63017,Moni,Picel,Senior Engineer,1997-07-28,40000
31290,Masoud,Coullard,Assistant Engineer,1997-07-27,40000
101833,Cordelia,Couchot,Senior Staff,1997-07-27,63069
13210,Jianhua,Klassen,Staff,1997-07-27,83961
202111,Irene,Breugel,Senior Staff,1997-07-27,40000
39134,Reinhard,Vidal,Engineer,1997-07-27,49727
203484,Guttorm,Gyimothy,Staff,1997-07-27,57018
431055,Rildo,Vilarrasa,Engineer,1997-07-27,65855
204871,Xiaoqiu,Knightly,Senior Engineer,1997-07-27,44751
203360,Surveyors,Merks,Senior Engineer,1997-07-26,40000
281163,Mohammad,Giarratana,Senior Engineer,1997-07-26,56050
46622,Filipp,Krzyzanowski,Assistant Engineer,1997-07-26,57693
33399,Roded,Lorcy,Senior Staff,1997-07-26,40000
435350,Abdulla,Debuse,Senior Staff,1997-07-26,65081
277127,Kirk,Luby,Senior Engineer,1997-07-26,40000
28726,Marie,Veldwijk,Engineer,1997-07-26,54207
62612,Guangming,Kawashimo,Senior Staff,1997-07-26,40000
205524,Dante,Reistad,Engineer,1997-07-25,44416
271550,Mats,Menhardt,Senior Staff,1997-07-25,75106
85146,Hironobu,Nittel,Senior Staff,1997-07-25,45149
53725,Neven,Azulay,Staff,1997-07-25,60091
209773,Jaques,Vendrig,Senior Engineer,1997-07-25,42839
283375,Jovan,Pauthner,Staff,1997-07-25,40569
95019,Jaques,Peyn,Engineer,1997-07-25,62217
487372,Arvind,Rosay,Staff,1997-07-24,81607
220981,Jinpo,Denti,Senior Staff,1997-07-24,43506
424263,Martins,Schoegge,Staff,1997-07-24,81041
77241,Uri,Sommen,Senior Engineer,1997-07-24,55656
86045,Leah,Kavanagh,Engineer,1997-07-24,46795
407775,Khedija,Waeselynck,Engineer,1997-07-24,40000
482573,Ger,Escriba,Senior Staff,1997-07-24,56707
39425,Deniz,Hashii,Engineer,1997-07-24,68340
60692,Zvonko,Alameldin,Engineer,1997-07-24,58020
62846,Menkae,Walston,Senior Engineer,1997-07-24,40000
448025,Vitaly,Rosis,Staff,1997-07-24,47601
252479,Aleksander,Tasistro,Senior Engineer,1997-07-24,40000
44988,Oldrich,Kleiser,Engineer,1997-07-24,59873
401031,Xumin,Butner,Senior Engineer,1997-07-24,40000
270765,Stafford,Flanders,Senior Staff,1997-07-24,54482
28855,Shan,Heering,Senior Engineer,1997-07-24,56014
222067,Gift,Gaughan,Engineer,1997-07-24,40000
236208,Mayuri,Plavsic,Staff,1997-07-24,55572
277608,Vasilis,Pettis,Senior Staff,1997-07-23,64364
403320,Parke,Sidou,Senior Engineer,1997-07-23,59650
97913,Saeko,Staylopatis,Engineer,1997-07-23,40000
440069,Stafford,Tyugu,Technique Leader,1997-07-23,53385
295068,Shem,Olivero,Staff,1997-07-23,64103
200715,Gretta,Schwabacher,Senior Staff,1997-07-23,71476
295065,Otilia,Luon,Senior Staff,1997-07-22,40000
86267,Masato,Guting,Senior Engineer,1997-07-22,52868
93686,Zhiwei,Radivojevic,Senior Staff,1997-07-22,40000
287666,Jaber,Aloia,Senior Staff,1997-07-22,57938
491008,Kristian,Koblick,Assistant Engineer,1997-07-22,40000
12011,Zhilian,Coorg,Senior Staff,1997-07-22,85833
430282,Gou,Skrikant,Technique Leader,1997-07-22,46580
409162,Nevio,Narwekar,Senior Staff,1997-07-22,51830
453379,Aron,Beausoleil,Senior Engineer,1997-07-22,49736
49128,Sarita,Kuzuoka,Senior Staff,1997-07-22,77351
258842,Syozo,Heiserman,Staff,1997-07-21,40000
103184,Yongdong,Garnham,Engineer,1997-07-21,40000
53947,Shooichi,Henseler,Senior Engineer,1997-07-21,50967
241328,Murthy,Shinomoto,Engineer,1997-07-21,40000
228519,Lihong,Porotnikoff,Senior Engineer,1997-07-21,59464
23007,Hyuckchul,Spell,Engineer,1997-07-21,63693
238848,Ohad,Randt,Senior Engineer,1997-07-21,40000
75086,Sorina,Passino,Senior Engineer,1997-07-21,41895
61789,Ramachenga,Straney,Senior Staff,1997-07-21,40000
217198,Luigi,Chinen,Senior Staff,1997-07-21,49741
105259,Mohamadou,Wiegley,Engineer,1997-07-21,66711
10718,Adib,Rullman,Senior Engineer,1997-07-21,75473
278523,Berni,Back,Staff,1997-07-21,75523
428742,Rasiah,Denny,Technique Leader,1997-07-21,54846
68940,Froduald,Garrabrants,Senior Staff,1997-07-20,63903
284538,Joydip,Leaver,Engineer,1997-07-20,40000
283957,Marie,Fujisaki,Senior Staff,1997-07-20,54297
423728,Denny,Murtafg,Senior Engineer,1997-07-20,40000
456169,Kinh,Perl,Engineer,1997-07-20,43729
244059,Phuoc,Kalloufi,Senior Engineer,1997-07-20,44383
230594,Basim,Cyne,Senior Engineer,1997-07-20,60983
209539,Aloys,Erde,Senior Engineer,1997-07-20,43380
56306,Mack,Lindqvist,Senior Engineer,1997-07-20,66646
59801,Mototsugu,Rotem,Engineer,1997-07-19,58764
252825,Premsyl,Cannard,Staff,1997-07-19,40000
202006,Gritta,Peac,Assistant Engineer,1997-07-19,49739
94388,Zvonko,Denos,Senior Staff,1997-07-19,48919
493191,Margareta,Rusterholz,Staff,1997-07-18,45655
261772,Weiyi,Esteva,Staff,1997-07-18,49257
455280,Nathalie,Keustermans,Engineer,1997-07-18,69651
21312,Mani,Bahi,Assistant Engineer,1997-07-18,43128
489626,Perry,Hennings,Staff,1997-07-18,40000
287364,Qingxiang,Conta,Staff,1997-07-18,96097
67653,Mabo,Rathonyi,Engineer,1997-07-18,49386
237310,Beshir,Polajnar,Senior Staff,1997-07-18,40000
467968,Valery,Werthner,Engineer,1997-07-18,65817
473698,Felicidad,Sudkamp,Staff,1997-07-18,40000
403867,Valeri,Chartres,Senior Staff,1997-07-18,68069
296061,Berto,Tibblin,Staff,1997-07-18,65679
41247,Kristinn,Zhiwei,Senior Staff,1997-07-18,47654
406508,Morrie,Brendel,Senior Engineer,1997-07-18,40000
70132,Gal,Manders,Staff,1997-07-18,95614
471867,Zhensheng,Katalagarianos,Senior Engineer,1997-07-18,40000
445010,Yuqun,Brobst,Senior Engineer,1997-07-17,40000
224755,Xumin,Heping,Senior Engineer,1997-07-17,58594
